text,label
A tone poem of transgression .,positive
"Creeps you out in high style , even if Nakata did it better .",neutral
Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .,positive
"Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .",positive
This is Christmas Future for a lot of baby boomers .,positive
"Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .",positive
There are scenes of cinematic perfection that steal your heart away .,very positive
"Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",neutral
The obnoxious title character provides the drama that gives added clout to this doc .,positive
"Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .",very positive
"The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",very positive
"Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .",positive
"It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .",very positive
"Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .",very positive
A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .,neutral
A giddy and provocative sexual romp that has something to say .,positive
"( Russell ) makes good B movies ( The Mask , The Blob ) , and The Scorpion King more than ably meets those standards .",positive
Otto-Sallies has a real filmmaker 's eye .,positive
"This is a smart movie that knows its classical music , knows its Freud and knows its Sade .",positive
"The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .",positive
Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .,positive
"The camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",very positive
A flawed but engrossing thriller .,positive
"Demonstrates the unusual power of thoughtful , subjective filmmaking .",very positive
"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",positive
The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .,positive
"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",positive
Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .,positive
"What Bloody Sunday lacks in clarity , it makes up for with a great , fiery passion .",neutral
Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .,positive
Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,very positive
The film grows on you .,positive
And how .,neutral
One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .,positive
